object_id,label,layer,language names,spellings,alternate names,notes,sources,type,Language areas,Sub-regions,Jamoats,text
213,proper Shughni language,Language areas,"{'Shughni': '?', 'Russian': 'шугнанский язык (shugnanskiy yazyk)', 'English': 'Shughni language'}",,,"['in 1925, there were allegedly circa 11,608 Shughnis (including Shokhdara and Bajuw) [Каландаров 2004: 160]']",,polygon,—,—,—,"Shughni: ?
Russian: шугнанский язык (shugnanskiy yazyk)
English: Shughni language
coordinates: [37.3052286, 71.4916439]
altitude: 2421 m

notes: in 1925, there were allegedly circa 11,608 Shughnis (including Shokhdara and Bajuw) [Каландаров 2004: 160]

"
214,Shokhdara variety,Language areas,"{'Shughni': '?', 'Russian': 'шохдаринский говор (shokhdarinskiy govor)', 'English': 'Shokhdara variety'}",,,"['alternate spellings:\xa0шахдаринский говор (shakhdarinskiy govor)', '', 'the speech of the Shokhdara valley is a bit different from other Shughni varieties in lexicon and phonetics', 'it is unclear where exactly is the border between Kharagh Shughni and Shokhdara Shughni']",['Каландаров 2004: 11'],polygon,—,—,—,"Shughni: ?
Russian: шохдаринский говор (shokhdarinskiy govor)
English: Shokhdara variety
coordinates: [37.465385, 71.5930369]
altitude: 2420 m

notes: alternate spellings: шахдаринский говор (shakhdarinskiy govor); ; the speech of the Shokhdara valley is a bit different from other Shughni varieties in lexicon and phonetics; it is unclear where exactly is the border between Kharagh Shughni and Shokhdara Shughni

sources: [Каландаров 2004: 11]"
215,Δертāнг ,Sub-regions,"{'Rushani': 'Δертāнг (Δertāng)', 'Russian': 'Нижний Рушан (Lower Rushan)'}",,,['the name means «lower gorge»'],"['Файзов 1966: 3–4', 'Эдельман, Юсуфбеков 1999: 243']",polygon,—,—,—,"Rushani: Δертāнг (Δertāng)
Russian: Нижний Рушан (Lower Rushan)
coordinates: [38.1349136, 71.3237424]
altitude: 2374 m

notes: the name means «lower gorge»

sources: [Файзов 1966: 3–4; Эдельман, Юсуфбеков 1999: 243]"
216,Пас-Хуф,Sub-regions,{'Khufi': 'Пас-Хуф (Pas-Xuf)'},['Паст-Хуф (Past-Xuf)'],,"['the name means «lower Xuf»', 'up until the beginning of the XXth century Khufis did not live in Past-Xuf due to raids from Shughnis and only used it for herding and farming']","['Андреев 1958: 18–19, 520', 'Эдельман 1975: 50']",polygon,—,—,—,"Khufi: Пас-Хуф (Pas-Xuf)
alternate spellings: Паст-Хуф (Past-Xuf)
coordinates: [37.8815266, 71.5915498]
altitude: 1975 m

notes: the name means «lower Xuf»; up until the beginning of the XXth century Khufis did not live in Past-Xuf due to raids from Shughnis and only used it for herding and farming

sources: [Андреев 1958: 18–19, 520; Эдельман 1975: 50]"
217,Пōйтахт (Рих̌у̊н),Sub-regions,"{'Rushani': 'Пōйтахт (Pōytaxt)', 'Russian': 'Верхний Рушан (Upper Rushan)'}",,,['the name Пōйтахт means «flatland»'],['Файзов 1966: 3–4'],polygon,—,—,—,"Rushani: Пōйтахт (Pōytaxt)
Russian: Верхний Рушан (Upper Rushan)
coordinates: [37.9184577, 71.3635679]
altitude: 3047 m

notes: the name Пōйтахт means «flatland»

sources: [Файзов 1966: 3–4]"
218,Хуф,Sub-regions,"{'Russian': 'Хуф (Xuf)', 'English': 'Khuf'}",,,"['according to Andreev, there are 18 small settlements in the Xuf valley (1958)', 'according to Andreev’s informant, there were about 70 houses in the valley (1901)']","['Андреев 1958: 10, 18–19, 520', 'Эдельман 1975: 49–50']",polygon,—,—,—,"Russian: Хуф (Xuf)
English: Khuf
coordinates: [37.8513672, 71.6289719]
altitude: 3716 m

notes: according to Andreev, there are 18 small settlements in the Xuf valley (1958); according to Andreev’s informant, there were about 70 houses in the valley (1901)

sources: [Андреев 1958: 10, 18–19, 520; Эдельман 1975: 49–50]"
219,Бар-Хуф,Sub-regions,{'Khufi': 'Бар-Хуф (Bar-Xuf)'},,,"['the name means «upper Xuf»', 'humans do not live in this valley, it is used as a pasture for cattle']",['Андреев 1958: 10–13'],polygon,—,—,—,"Khufi: Бар-Хуф (Bar-Xuf)
coordinates: [37.8783341, 71.6252315]
altitude: 2746 m

notes: the name means «upper Xuf»; humans do not live in this valley, it is used as a pasture for cattle

sources: [Андреев 1958: 10–13]"
220,Баҷуw,Sub-regions,"{'Shughni': 'Баҷӯw (Baǰūw)', 'Khufi': 'Баҷу̊w (Baǰůw)', 'Russian': 'Баджув (Badzhuv)'}","['Баджу (Badzhu', 'Baju)', 'Бачу (Bachu)', 'Бачув (Bachuv)']",,"['consists of several small settlements: Дӣ (Dī), Рож (Rož), Патê (Patê)']","['Карамшоев 1963: 5–6', 'Эдельман 1975: 49']",polygon,—,—,—,"Shughni: Баҷӯw (Baǰūw)
Khufi: Баҷу̊w (Baǰůw)
Russian: Баджув (Badzhuv)
alternate spellings: Баджу (Badzhu, Baju), Бачу (Bachu), Бачув (Bachuv)
coordinates: [37.7938284, 71.5835801]
altitude: 1997 m

notes: consists of several small settlements: Дӣ (Dī), Рож (Rož), Патê (Patê)

sources: [Карамшоев 1963: 5–6; Эдельман 1975: 49]"
221,Баҷуw,Sub-regions,"{'Shughni': 'Баҷӯw (Baǰūw)', 'Khufi': 'Баҷу̊w (Baǰůw)', 'Russian': 'Баджув (Badzhuv)'}","['Баджу (Badzhu', 'Baju)', 'Бачу (Bachu)', 'Бачув (Bachuv)']",,,"['Карамшоев 1963: 5–6', 'Эдельман 1975: 49']",polygon,—,—,—,"Shughni: Баҷӯw (Baǰūw)
Khufi: Баҷу̊w (Baǰůw)
Russian: Баджув (Badzhuv)
alternate spellings: Баджу (Badzhu, Baju), Бачу (Bachu), Бачув (Bachuv)
coordinates: [37.7938284, 71.5835801]
altitude: 1997 m

sources: [Карамшоев 1963: 5–6; Эдельман 1975: 49]"
222,Хох̌дарā,Sub-regions,{'Russian': 'Шохдара (Shokhdara)'},,,"['etymology: according to Kalandarov, xox̌ ‘branch’ + darā ‘valley’ → ‘a branch valley’', 'Shokhdara used to constitute a separate political entity with its own khan, whose capital was in Роштқала', 'in 1900s, the Shokhdara valley had 143 houses and circa 1837 inhabitants [Каландаров 2004: 75]']",['Каландаров 2004: 11'],polygon,—,—,—,"Russian: Шохдара (Shokhdara)
coordinates: [37.465385, 71.5930369]
altitude: 2420 m

notes: etymology: according to Kalandarov, xox̌ ‘branch’ + darā ‘valley’ → ‘a branch valley’; Shokhdara used to constitute a separate political entity with its own khan, whose capital was in Роштқала; in 1900s, the Shokhdara valley had 143 houses and circa 1837 inhabitants [Каландаров 2004: 75]

sources: [Каландаров 2004: 11]"
223,Ғунд,Sub-regions,"{'Shughni': 'Ғунд (Ɣund)', 'Russian': 'Гунд (Gund)'}",['Гунт (Gunt)'],,,['Каландаров 2004: 11'],polygon,—,—,—,"Shughni: Ғунд (Ɣund)
Russian: Гунд (Gund)
alternate spellings: Гунт (Gunt)
coordinates: [37.5378324, 71.5890757]
altitude: 3102 m

sources: [Каландаров 2004: 11]"
224,Сох̌чāрв ҷамоат,Jamoats,"{'Shughni': 'Сох̌чāрв (Sox̌čārv)', 'Russian': 'Сохчарв (Sokhcharv)'}",,,,['Каландаров 2004: 12'],polygon,—,—,—,"Shughni: Сох̌чāрв (Sox̌čārv)
Russian: Сохчарв (Sokhcharv)
coordinates: [37.5323113, 71.8688972]
altitude: 4151 m

sources: [Каландаров 2004: 12]"
225,Порх̌инев ҷамоат,Jamoats,"{'Shughni': '?', 'Russian': 'Поршинев (Porshinev)'}","['Поршнев (Porshnev)', 'Поршнив (Porshniv)']",,"['in 1900s, this jamoat had 159 houses and circa 1518 inhabitants (it is unclear whether this number includes the Sox̌čārv jamoat) [Каландаров 2004: 75]']","['Эдельман 1975: 49', 'Каландаров 2004: 11']",polygon,—,—,—,"Shughni: ?
Russian: Поршинев (Porshinev)
alternate spellings: Поршнев (Porshnev), Поршнив (Porshniv)
coordinates: [37.6323321, 71.5231307]
altitude: 2104 m

notes: in 1900s, this jamoat had 159 houses and circa 1518 inhabitants (it is unclear whether this number includes the Sox̌čārv jamoat) [Каландаров 2004: 75]

sources: [Эдельман 1975: 49; Каландаров 2004: 11]"
226,Дарморахт ҷамоат,Jamoats,"{'Shughni': '?', 'Russian': 'Дарморахт (Darmorakht)'}",,,"['in 1900s, this jamoat had 22 houses and circa 290 inhabitants [Каландаров 2004: 75]']",['Каландаров 2004: 11'],polygon,—,—,—,"Shughni: ?
Russian: Дарморахт (Darmorakht)
coordinates: [37.5114353, 71.4906444]
altitude: 2262 m

notes: in 1900s, this jamoat had 22 houses and circa 290 inhabitants [Каландаров 2004: 75]

sources: [Каландаров 2004: 11]"
227,Х̌ичу̊н ҷамоат,Jamoats,"{'Shughni': 'Х̌ичу̊н (X̌ičůn)', 'Russian': 'Сучан (Suchan)'}",,,"['in 1900s, this jamoat had 36 houses and circa 434 inhabitants [Каландаров 2004: 75]']","['Эдельман 1975: 49', 'Каландаров 2004: 11']",polygon,—,—,—,"Shughni: Х̌ичу̊н (X̌ičůn)
Russian: Сучан (Suchan)
coordinates: [37.3052286, 71.4916439]
altitude: 2421 m

notes: in 1900s, this jamoat had 36 houses and circa 434 inhabitants [Каландаров 2004: 75]

sources: [Эдельман 1975: 49; Каландаров 2004: 11]"
228,"Навабад ҷамоат
",Jamoats,"{'Shughni': '?', 'Russian': 'Навабад (Navabad)'}",,,"['alternate spellings:\xa0Навобод (Navobod)', '', 'apparently, the center of the jamoat is currently called Навабад after the jamoat: Zarubin’s [1930] map does not have the name Навабад but has Дебаста, while modern online maps only have Навабад', 'in 1900s, this jamoat was called after the village Ривак (Rivak); it had 42 houses and circa 336 inhabitants [Каландаров 2004: 75]']",['Каландаров 2004: 11'],polygon,—,—,—,"Shughni: ?
Russian: Навабад (Navabad)
coordinates: [37.5378324, 71.5890757]
altitude: 3102 m

notes: alternate spellings: Навобод (Navobod); ; apparently, the center of the jamoat is currently called Навабад after the jamoat: Zarubin’s [1930] map does not have the name Навабад but has Дебаста, while modern online maps only have Навабад; in 1900s, this jamoat was called after the village Ривак (Rivak); it had 42 houses and circa 336 inhabitants [Каландаров 2004: 75]

sources: [Каландаров 2004: 11]"
229,Вер ҷамоат,Jamoats,"{'Shughni': '?', 'Russian': 'Вер (Ver)'}",['Вир (Vir)'],,,['Каландаров 2004: 11'],polygon,—,—,—,"Shughni: ?
Russian: Вер (Ver)
alternate spellings: Вир (Vir)
coordinates: [37.6508688, 71.7545231]
altitude: 3056 m

sources: [Каландаров 2004: 11]"
230,Ванкала ҷамоат,Jamoats,"{'Shughni': '?', 'Russian': 'Ванкала (Vankala)', 'Tajiki': 'Ванқалъа (Vanqal’a)'}",,,,['Каландаров 2004: 11'],polygon,—,—,—,"Shughni: ?
Russian: Ванкала (Vankala)
Tajiki: Ванқалъа (Vanqal’a)
coordinates: [37.6831076, 71.9129707]
altitude: 3617 m

sources: [Каландаров 2004: 11]"
231,Тавдем ҷамоат,Jamoats,"{'Shughni': '?', 'Russian': 'Тавдем (Tavdem)'}",,,"['since 2012, the official name of the jamoat is\xa0Гадолиев Курбоншо (Gadoliev Kurbonsho) [ПНПТ]']",['Каландаров 2004: 11'],polygon,—,—,—,"Shughni: ?
Russian: Тавдем (Tavdem)
coordinates: [37.7174364, 72.1984411]
altitude: 3634 m

notes: since 2012, the official name of the jamoat is Гадолиев Курбоншо (Gadoliev Kurbonsho) [ПНПТ]

sources: [Каландаров 2004: 11]"
232,Тисйу̊н ҷамоат,Jamoats,"{'Shughni': 'Тисйу̊н (Tisyůn)', 'Russian': 'Тусьён (Tusyon)'}","['Тусён', 'Тусян (Tusyan)', 'Тусен (Tusen)', 'Тусиюн (Tusiyun)', 'Tusiyon']",,"['large settlement; allegedly contains the following settlements: Бармев (Barmev), Девлох (Devlokh), Жирпор (Zhirpor), Зигур (Zigur), Лангар (Langar), Лахшик (Lakhshik), Ридзев (Ridzev), Ричаг (Richag), Сазд (Sazd), Себзор (Sebzor), Шош (Shosh); the location of the majority of them is unclear and not shown with separate data points']","['Эдельман 1975: 49', 'Каландаров 2004: 11', 'J-42', 'The Pamirs’ Map 2013', 'Булбулшоев 2005a']",polygon,—,—,—,"Shughni: Тисйу̊н (Tisyůn)
Russian: Тусьён (Tusyon)
alternate spellings: Тусён, Тусян (Tusyan), Тусен (Tusen), Тусиюн (Tusiyun), Tusiyon
coordinates: [37.465385, 71.5930369]
altitude: 2420 m

notes: large settlement; allegedly contains the following settlements: Бармев (Barmev), Девлох (Devlokh), Жирпор (Zhirpor), Зигур (Zigur), Лангар (Langar), Лахшик (Lakhshik), Ридзев (Ridzev), Ричаг (Richag), Сазд (Sazd), Себзор (Sebzor), Шош (Shosh); the location of the majority of them is unclear and not shown with separate data points

sources: [Эдельман 1975: 49; Каландаров 2004: 11; J-42; The Pamirs’ Map 2013; Булбулшоев 2005a]"
233,Мирсаид Миршакар ҷамоат,Jamoats,"{'Shughni': '?', 'Russian': 'Мирсаид Миршакар (Mirsaid Mirshakar)'}",,,"['the previous name for the jamoat is Октябрь (Oktyabr’) / Октябрьский (Oktyabrskiy), cf. [Каландаров 2004: 11]; since 2004 the official name is Мирсаид Миршакар [ПНПТ]']",['Каландаров 2004: 11'],polygon,—,—,—,"Shughni: ?
Russian: Мирсаид Миршакар (Mirsaid Mirshakar)
coordinates: [37.3830439, 71.6349223]
altitude: 3140 m

notes: the previous name for the jamoat is Октябрь (Oktyabr’) / Октябрьский (Oktyabrskiy), cf. [Каландаров 2004: 11]; since 2004 the official name is Мирсаид Миршакар [ПНПТ]

sources: [Каландаров 2004: 11]"
234,Роштқалā ҷамоат,Jamoats,"{'Shughni': 'Роштқалā (Roštqalā)', 'Tajiki': 'Роштқалъа (Roshtqal’a)'}",['Рочкала (Rochkala)'],,,['Каландаров 2004: 11'],polygon,—,—,—,"Shughni: Роштқалā (Roštqalā)
Tajiki: Роштқалъа (Roshtqal’a)
alternate spellings: Рочкала (Rochkala)
coordinates: [37.3839987, 71.6907123]
altitude: 2867 m

sources: [Каландаров 2004: 11]"
235,Барwоз ҷамоат,Jamoats,"{'Shughni': 'Барwоз (Barwoz)', 'Russian': 'Барвоз (Barvoz)'}",,,,"['Каландаров 2004: 12, 113']",polygon,—,—,—,"Shughni: Барwоз (Barwoz)
Russian: Барвоз (Barvoz)
coordinates: [37.2716922, 71.7783883]
altitude: 3034 m

sources: [Каландаров 2004: 12, 113]"
236,Сежд ҷамоат,Jamoats,"{'Shughni': '?', 'Russian': 'Сежд (Sezhd)'}",,,,['Каландаров 2004: 12'],polygon,—,—,—,"Shughni: ?
Russian: Сежд (Sezhd)
coordinates: [37.2327857, 71.8527608]
altitude: 4024 m

sources: [Каландаров 2004: 12]"
